employee_id,work_life_balance,career_growth,salary_benefits,job_security,work_environment,team_collaboration,training_development,management_support,autonomy_control,recognition_rewards,technology_tools,company_culture,age,department,experience_years,education_level,true_cluster
EMP307,5,4,3,4,6,6,2,6,7,3,4,6,36,HR,7,4,Work_Life
EMP308,6,3,2,5,6,5,3,6,7,3,3,6,41,HR,6,3,Work_Life
EMP309,6,2,3,4,5,6,3,5,6,3,4,6,36,Operations,12,3,Work_Life
EMP310,7,4,3,3,5,4,3,6,6,3,4,5,31,HR,12,3,Work_Life
EMP311,6,3,3,4,5,5,3,7,6,3,3,7,43,HR,14,3,Work_Life
EMP312,6,2,4,4,5,5,3,6,7,2,3,6,36,Operations,8,4,Work_Life
EMP313,7,3,2,3,6,5,3,5,6,4,4,6,49,HR,5,4,Work_Life
EMP314,7,3,4,4,5,5,3,6,6,3,4,7,48,HR,17,3,Work_Life
EMP315,6,2,2,4,4,5,3,6,5,3,5,6,49,HR,8,3,Work_Life
EMP316,7,2,3,4,5,6,3,5,6,4,3,5,48,Operations,11,3,Work_Life
EMP317,6,2,3,3,5,5,3,6,6,4,4,6,45,Operations,9,3,Work_Life
EMP318,6,3,4,5,5,6,3,5,6,2,5,5,48,HR,16,2,Work_Life
EMP319,6,4,3,4,4,5,3,5,7,4,5,6,42,HR,9,3,Work_Life
EMP320,6,2,2,5,5,5,2,6,7,3,5,7,33,HR,14,3,Work_Life
EMP321,6,3,2,3,4,5,4,7,6,3,5,7,45,HR,16,4,Work_Life
EMP322,6,3,2,4,4,5,3,6,6,3,4,6,40,Operations,8,3,Work_Life
EMP323,7,2,3,3,5,6,3,7,7,2,4,5,36,Operations,18,2,Work_Life
EMP324,7,3,3,4,5,4,3,6,6,2,3,6,36,HR,8,4,Work_Life
EMP325,6,4,3,4,5,6,3,6,5,3,3,7,48,HR,9,3,Work_Life
EMP326,6,2,4,3,4,6,2,6,6,3,4,6,42,Operations,13,4,Work_Life
EMP327,6,2,3,4,4,5,3,6,7,3,3,6,44,HR,15,3,Work_Life
EMP328,7,3,3,5,6,5,5,6,6,4,4,5,36,Operations,10,3,Work_Life
EMP329,7,3,1,4,5,5,3,7,6,3,4,5,39,HR,7,3,Work_Life
EMP330,6,2,4,4,5,6,4,7,6,3,4,6,41,HR,8,3,Work_Life
EMP331,6,3,3,3,5,5,3,6,5,4,5,6,42,HR,16,4,Work_Life
EMP332,6,4,2,4,5,5,3,7,6,3,5,5,42,HR,11,4,Work_Life
EMP333,6,3,3,5,5,5,2,7,5,2,4,6,44,Operations,10,4,Work_Life
EMP334,6,4,3,4,4,4,4,5,6,2,5,6,41,HR,14,3,Work_Life
EMP335,6,3,4,3,6,5,3,6,6,4,3,6,40,Operations,19,4,Work_Life
EMP336,6,2,2,4,5,6,3,6,6,3,4,5,30,HR,6,4,Work_Life
EMP337,7,3,3,3,6,5,2,6,5,3,3,5,48,Operations,15,3,Work_Life
EMP338,7,3,3,4,4,5,3,6,6,3,3,6,36,Operations,15,4,Work_Life
EMP339,5,4,3,4,5,4,3,6,5,2,4,5,32,HR,8,4,Work_Life
EMP340,5,3,2,4,3,5,3,7,7,3,5,7,41,Operations,9,3,Work_Life
EMP341,7,3,3,5,5,5,3,5,6,3,3,4,44,Operations,11,3,Work_Life
EMP342,7,3,4,3,6,5,3,6,6,3,3,6,30,Operations,11,3,Work_Life
EMP343,6,3,3,3,5,5,4,6,6,5,5,5,33,HR,14,3,Work_Life
EMP344,5,3,3,4,4,6,4,5,6,3,4,6,41,HR,8,4,Work_Life
EMP345,7,4,4,4,5,5,3,5,6,3,5,5,41,Operations,19,2,Work_Life
EMP346,7,2,3,5,4,5,2,6,6,3,3,5,45,Operations,12,3,Work_Life
EMP347,6,3,2,3,5,5,3,5,6,2,5,5,48,Operations,19,3,Work_Life
EMP348,6,2,3,4,5,6,2,7,6,3,4,7,49,HR,11,2,Work_Life
EMP349,6,2,4,4,5,6,4,6,6,3,4,6,49,Operations,13,3,Work_Life
EMP350,7,2,3,4,5,6,3,7,6,4,3,6,31,HR,15,4,Work_Life
EMP351,2,4,7,5,5,6,2,3,2,5,2,4,52,Finance,20,5,Compensation
EMP352,3,3,5,6,6,5,2,3,2,5,2,4,41,Finance,20,4,Compensation
EMP353,3,3,5,6,6,5,2,2,2,5,4,4,59,Finance,17,4,Compensation
EMP354,4,3,7,6,6,5,2,3,3,5,3,4,46,Finance,22,5,Compensation
EMP355,4,3,6,7,6,5,2,3,2,5,3,5,41,Finance,19,5,Compensation
EMP356,2,3,6,5,6,6,1,4,3,5,3,4,41,Finance,24,5,Compensation
EMP357,4,4,6,6,6,5,2,2,3,6,4,4,59,Operations,11,5,Compensation
EMP358,3,3,6,6,6,5,3,4,2,5,3,3,50,Operations,18,4,Compensation
EMP359,3,3,6,6,5,5,1,2,2,4,4,4,52,Finance,16,5,Compensation
EMP360,2,4,6,7,6,5,3,4,2,5,3,4,45,Finance,24,4,Compensation
EMP361,2,3,7,6,6,5,2,3,3,5,2,4,51,Finance,12,5,Compensation
EMP362,4,2,6,7,6,5,1,3,2,5,3,3,42,Finance,19,5,Compensation
EMP363,3,3,6,4,5,5,2,3,3,5,2,4,44,Finance,20,4,Compensation
EMP364,4,3,6,6,4,5,4,2,2,5,3,4,56,Finance,19,4,Compensation
EMP365,3,3,6,6,7,6,2,3,1,4,3,4,48,Finance,20,4,Compensation
EMP366,3,3,6,6,5,6,2,2,1,5,3,3,48,Finance,10,4,Compensation
EMP367,2,3,6,6,6,6,2,3,2,5,3,4,50,Finance,17,4,Compensation
EMP368,3,2,6,6,6,5,1,3,1,6,2,4,55,Operations,16,4,Compensation
EMP369,3,3,6,6,6,4,2,2,2,6,4,4,54,Finance,20,4,Compensation
EMP370,2,4,5,6,5,4,2,3,2,5,3,5,40,Finance,18,4,Compensation
EMP371,2,3,5,5,6,5,1,4,3,5,3,4,58,Operations,16,4,Compensation
EMP372,2,4,6,6,6,5,3,2,2,5,3,4,55,Finance,10,5,Compensation
EMP373,3,3,5,6,7,5,1,2,2,5,3,4,57,Finance,23,4,Compensation
EMP374,3,4,6,6,5,5,2,2,2,4,3,4,59,Operations,24,5,Compensation
EMP375,3,4,7,6,6,5,3,3,2,6,3,4,58,Finance,22,5,Compensation
EMP376,4,3,6,5,6,6,2,4,2,5,3,5,49,Operations,24,5,Compensation
EMP377,3,4,7,5,5,5,3,4,3,5,4,5,42,Finance,23,5,Compensation
EMP378,2,3,7,6,6,5,2,4,2,5,3,3,51,Finance,20,5,Compensation
EMP379,2,3,6,6,6,5,2,3,2,5,2,4,53,Finance,22,5,Compensation
EMP380,3,3,6,6,6,5,3,3,2,5,3,4,49,Finance,14,5,Compensation
EMP381,4,3,6,7,6,6,2,2,2,4,2,4,51,Operations,13,4,Compensation
EMP382,4,3,7,5,6,5,2,5,1,6,2,4,52,Operations,22,5,Compensation
EMP383,2,3,6,7,6,6,3,2,2,4,4,4,57,Finance,19,4,Compensation
EMP384,3,3,6,6,6,4,1,2,2,5,2,5,58,Finance,21,5,Compensation
EMP385,3,4,6,6,5,6,2,3,3,5,3,5,55,Operations,11,4,Compensation
EMP386,2,4,6,5,6,5,3,2,3,5,4,5,40,Finance,12,4,Compensation
EMP387,4,3,6,6,6,6,1,5,2,4,3,4,49,Finance,21,4,Compensation
EMP388,4,3,5,6,7,5,2,3,2,5,3,4,51,Finance,10,4,Compensation
EMP389,3,3,6,6,6,5,2,3,3,4,4,4,42,Finance,22,4,Compensation
EMP390,4,3,6,6,4,6,3,3,2,4,3,5,47,Operations,20,4,Compensation
EMP391,3,3,7,7,7,6,1,3,2,4,3,4,52,Finance,13,4,Compensation
EMP392,3,2,7,7,7,5,3,3,2,5,3,4,49,Finance,21,4,Compensation
EMP393,4,2,6,6,6,5,2,4,2,4,3,3,52,Finance,18,4,Compensation
EMP394,3,4,6,6,6,4,2,3,2,5,3,4,58,Finance,24,4,Compensation
EMP395,2,3,7,6,6,5,3,2,3,5,4,5,59,Finance,22,4,Compensation
EMP396,4,3,6,6,6,6,2,3,3,6,3,5,40,Finance,17,4,Compensation
EMP397,3,3,7,5,6,4,3,3,2,5,3,4,45,Operations,12,5,Compensation
EMP398,2,4,6,6,7,5,2,4,2,5,3,5,58,Finance,24,5,Compensation
EMP399,3,3,5,6,6,6,2,3,2,6,3,5,56,Finance,24,5,Compensation
EMP400,3,2,6,6,7,5,2,2,4,5,2,4,56,Finance,13,4,Compensation
EMP401,3,4,6,7,5,5,2,4,2,6,3,4,46,Finance,17,5,Compensation
EMP402,3,3,6,7,6,5,2,3,3,6,3,4,42,Finance,11,4,Compensation
EMP403,2,5,6,5,6,5,3,4,3,5,3,3,57,Finance,18,4,Compensation
EMP404,3,3,6,6,7,5,2,4,2,5,4,4,47,Finance,14,5,Compensation
EMP405,3,4,6,7,5,4,2,4,2,4,4,3,57,Finance,21,5,Compensation
EMP406,2,1,5,6,6,5,2,3,2,6,3,5,53,Operations,23,5,Compensation
EMP407,2,3,7,6,5,5,2,3,3,5,3,5,50,Finance,24,4,Compensation
EMP408,3,4,5,7,6,4,2,3,2,5,3,4,44,Operations,17,4,Compensation
EMP409,4,2,6,6,5,5,2,3,2,4,4,4,47,Operations,22,5,Compensation
EMP410,3,3,6,6,7,4,2,4,1,5,2,4,55,Finance,22,4,Compensation
EMP411,4,3,6,6,7,5,2,2,3,5,3,5,42,Operations,14,4,Compensation
EMP412,3,3,6,6,5,7,2,4,2,5,3,3,53,Finance,24,5,Compensation
EMP413,3,3,6,4,7,6,2,3,1,6,3,4,57,Finance,23,5,Compensation
EMP414,3,3,6,6,6,5,3,3,2,5,2,4,45,Finance,21,5,Compensation
EMP415,4,3,7,6,7,4,2,3,3,6,3,4,53,Finance,13,5,Compensation
EMP416,3,4,6,5,7,5,2,3,2,5,5,4,59,Operations,19,4,Compensation
EMP417,2,3,5,6,5,5,2,2,2,5,2,4,56,Finance,14,4,Compensation
EMP418,4,3,7,5,5,5,2,3,2,5,3,5,57,Finance,12,4,Compensation
EMP419,3,3,7,6,6,5,2,3,3,6,2,3,41,Operations,22,4,Compensation
EMP420,2,4,7,7,5,5,3,2,1,5,3,4,52,Finance,17,5,Compensation
EMP421,3,3,6,6,7,5,2,3,1,5,3,4,51,Operations,17,4,Compensation
EMP422,3,4,6,6,7,4,2,3,2,6,3,3,56,Operations,23,4,Compensation
EMP423,3,3,6,7,6,5,2,3,3,5,4,5,58,Finance,22,5,Compensation
EMP424,4,2,7,6,5,6,2,3,4,5,3,5,56,Finance,13,5,Compensation
EMP425,3,2,6,6,6,6,3,3,3,5,3,3,59,Finance,21,5,Compensation
EMP426,3,4,4,7,7,5,3,3,2,5,4,4,57,Operations,20,5,Compensation
EMP427,3,3,6,5,6,3,2,3,2,6,3,4,55,Operations,12,5,Compensation
EMP428,3,3,5,6,6,6,2,2,1,4,2,4,47,Finance,10,5,Compensation
EMP429,4,4,6,7,7,4,3,3,3,5,4,3,54,Finance,22,5,Compensation
EMP430,3,2,6,6,6,5,2,2,1,4,3,4,58,Finance,20,4,Compensation
EMP431,3,4,6,6,7,5,2,3,3,6,3,4,41,Finance,23,5,Compensation
EMP432,2,4,5,6,6,4,3,2,3,6,5,5,54,Finance,22,4,Compensation
EMP433,4,3,7,6,6,6,2,3,3,6,3,4,42,Finance,10,4,Compensation
EMP434,3,3,7,6,5,5,2,3,1,5,3,3,43,Finance,13,4,Compensation
EMP435,3,4,6,6,6,5,2,2,2,5,4,3,52,Operations,18,4,Compensation
EMP436,3,3,6,6,7,6,2,3,2,5,3,4,58,Finance,14,5,Compensation
EMP437,3,2,6,6,7,5,2,3,2,4,2,4,41,Operations,18,4,Compensation
EMP438,2,3,6,6,6,6,2,2,2,5,3,4,42,Finance,18,4,Compensation
EMP439,3,3,6,6,6,4,2,4,2,6,3,3,45,Finance,23,4,Compensation
EMP440,1,3,6,7,6,5,2,4,2,5,3,5,43,Finance,22,5,Compensation
EMP441,7,7,7,7,7,7,7,7,7,7,7,7,44,Marketing,12,2,Outlier
EMP442,1,1,1,1,1,1,1,1,1,1,1,1,48,Finance,14,5,Outlier
EMP443,7,1,7,1,7,1,7,1,7,1,7,1,31,Finance,23,1,Outlier
EMP444,1,7,1,7,1,7,1,7,1,7,1,7,37,IT,12,3,Outlier
EMP445,7,7,2,2,6,6,1,1,5,5,1,1,44,Operations,22,3,Outlier
