"id","review","rating"
4050,"I was building up a 30 gallon tank and needed a nice top. These glass tops are the best, they stop a TON of evaporation on a bigger tank, probably 1-2 gallons a week. I have covers on my 55 gallon now too...love the glass tops. The plastic in the back is nice too, it can be cut to fit anything you have in there.",5
4053,"Very easy to install and does an awesome job to keep evaporation down to almost not noticeable at all! It is also very easy to clean!",5
4061,"These dried beef liver pieces make terrific healthy rewards.  I use them in training and also place one on top of each of my dogs meals as a 'vitamin' just because they like them so much!  It's nice that they are small enough to place inside rubber toys made for holding treats.  A good value that is greatly appreciated by this dog mom who spoils her babies with lots of extra goodies.",5
4067,"Mitzi, my 13 year old Pekingese loves this stuff. I can't keep it on hand. I will be buying my third bucket of these soon. Yeah , it's not an inexpensive buy, but considering the pleasure they give Mitzi not having them is not an option. I will buy them again soon.",5
4069,"My dogs love these liver treats. My cat does, too. The only trouble is, the light pieces crumble at all but the lightest touch, leaving you with a handful of powder. Very inconvenient---and wasteful.",3
4071,"I used to order this for my dog who would eat these like they were going out of style.  But then the price kept jumping up...they were about $19 a yr ago, but now they're almost $32.  I'm not sure if it's Stewart who keeps jacking up the price or if it's Amazon, but anyways it's no longer a bargain.So I ended up getting their competitor PureBites, which supposedly only gives you 16.6 oz vs the 21 oz for Stewart's.  But I found that the 16 oz from PureBites filled up the whole Stewart's Tub, meaning I was paying for the weight of Stewart's plastic bottle--what a ripoff!In short, I'll stick with PureBites which only charges you for the weight of the beef liver, unlike Stewart's which charges you for the weight of it's plastic bottle.  You'll end up with the same amount of beef liver but you'll save your self some money with the PureBites.  It's ridiculous that Stewart's charges people for the weight of the packaging and not just of the beef liver.  See ya Stewart's!",1
4073,"They both love them, even the picky one.  I give them a few each day.  I tried baking my own, but they didn't come out well, so this is a lot easier for me.  People have commented about the difference in sizes of the pieces, but I don't mind them.  If I get a small one, I'll just give them an extra one.  No biggie.",5
4074,"My dog will do anything for these treats. I call it his  crack  because he usually gets some only when I want him to go to bed in his crate or on special training occasions. If he sees me open up this container he runs up the stairs to get in his crate. Very effective!",5
4076,"I buy these periodically as treats for my 3 pits usually in the summer time. We go for hour long walks and these keep them interested while snuffling through the grass at a park with all types of animals. They like these anytime and they are an approve training treat for most any dog.",5
4078,"Luckily my puppy is food motivated, which makes training easier. These are by far his favorite though. He will do anything for one of these!",5
4080,"My dog really likes these treats. With bigger pieces I can break them up. Good high reward treat. I like the container it comes in.",5
4081,"These are one of the most popular treats we ever purchased.  I like that this product is American made.  The pieces are lightweight cubes and odor-free.",5
4083,"These are great treats. We have a 1 year old lab, and she loves these treats. Great for training or daily reward.",5
4086,"These treats are a little big for my small dogs but they like them, even tho they kind of stink..",4
4090,"Freeze dried liver is used by many dog handlers in the show ring.  It doesn't screw up your clothes the way string cheese does.  DOGS LOVE IT !!  Only one problem the chunks are all different sizes from About 3/8  Sq. down to almost dust.  BUT you don't have to waste the scraps, just toss it in their regular food.  It would be nice, however, if they were all a uniform size.  These are about the cheapest I have found.  Five stars for price, convenience and dog's acceptance.  Four stars for crumbling (in transit?)",4
4095,"These are my go-to treats for getting my dogs to potty on command in the back yard and our after walk treat for being good and taking care of business on our walks.  All I have to say is  Treat  and they are sitting and waiting for their bite.  All natural and good for them as well.",5
4097,"but the dogs can't get enough.",4
4105,"I have been a fan of freeze dried liver for training for YEARS! Stewart is the ONLY one I trust... Other brands of  training treats  like Bil-Jack contain a host of ingredients and by-products. Stewart is 100% freeze dried liver. Is it pricey? Yes... but worth every penny. The chunks are big, so for training puppies, I simply take a cube and a paring knife and slice them into four or five slices and then each slice into quarters... you don't need much to make your pup listen to you. The scent is strong and tiny pieces are quite enough to get the job done. A little effort makes for a big pay off. If the cubes came smaller, they would probably disintegrate during shipping, so I don't mind cutting them up for training sessions! Well worth the investment in your dog, and your relationship with your furry little one!",5
4112,"Mollie has some food allergies - well, a bunch of them, actually. Finding treats that she likes that don't have grain or other odd stuff is pretty difficult. We tried these treats and I must say that there are very few things that Mollie loves more than when I open this treat jar.What's in it? Liver. 100% freeze-dried liver. No grain, no offal, no byproducts. Just dried liver. Mollie goes crazy over this. We use them as regular treats and I usually take some along for training on our walks. Stewart's Liver Treats are on our subscription list - a sign of how much we appreciate this product.The pieces are generally consistent in size, but through production or shipping, some of the pieces are smaller than others. The real small ones tend to settle at the bottom - I generally sprinkle them in Mollie's food dish. I don't find the smell terribly appealing but it's not overwhelming. And while I might not like them, this is one of the few treats that Mollie will beg for. In fact, we play a game. She has a few types of treats on her treat shelf. When I come home, I ask her which one she wants and she will bump the container with her nose.These liver treats are pretty much a guaranteed bump.Some reviewers commented about the price. How many recalls and scares have there been over dog treats the past year? My Mollie is worth the price of these treats.",5
4113,"My 100lb dobie gets raw liver every so often, but these are easier to give him as treats. He doesn't get any other treats than this since this is 100% real and not processed crud you find in other dog treats. I also get more for less buying online than locally.",5
4114,"Every dog we have ever offered these treats to has gone NUTS for them. Even some of our most senior dogs who are picky about what they will eat and will turn up their noses at things most other dogs would love. Multiple sizes (the pieces are not uniformly cut) but most pieces break apart into smaller pieces if needed for smaller dogs. The  dust  in the bottom of the tub is very well received when sprinkled over meals - our dogs never get tired of this stuff. Neat, secure snapping plastic tub that can be washed out and reused is a bonus. Wash hands after handling and be aware that these treats do kinda stink - part of the attraction, I'm sure. Excellent value and very happy dogs.",5
4118,"Plan on buying again. It smells awful, but dogs love it and easily portable - easy to break into pieces.",5
4120,"My dogs LOVE this stuff. They act like it's the best treat they've ever eaten - they get a little crazy when I take this tub out.  It's kind of expensive at $1.40 an ounce but I save 15% getting it on the Subscribe and Save program. I found out about it from the vet. It can be a great training treat because it comes as small squares.",5
4124,"This is a great product for dog training--all 3 of my dogs love it!  It is worth the money to get them all trained!",5
4125,"This smells like what you might expect it would for freeze dried liver. But dogs go nuts for it. Great to use for training.",5
4135,"The treats come in powdery, low-odor blocks. (Better form than some of the alternatives, but I don't like the residue that it leaves on my fingers). My dog did like this product, after sniffing it reluctantly for a good 30 seconds. After reading some of the reviews, I thought that she would go crazy over it -- but she just ate it up like any other treat. I get more excitement from her when I use Zuke's mini naturals, but maybe my corgi will readjust once she's been treated with the dried liver a couple more times.The biggest problem I have with this product is the size. The cubes are inconsistently cut (as another reviewer notes, to which I did not pay enough attention to until I ran into the problem myself). The larger cubes are very difficult for small dogs (my corgi is about 8 months old) and puppies to eat with ease, which is necessary especially for training. She just kind of licks at it until it becomes small enough for her to fit in her mouth. I have to chop them up, which is actually difficult because they are so brittle that they chip into strange shapes and leave a lot of dust behind on my kitchen counter.Again, this was advertised to me as the holy grail of dog treats and I was disappointed when it fell short of this lofty claim. However, if you have a much larger dog than I, it is very conceivable that he/she could swallow these blocks whole. Perhaps in that case you would have a MUCH easier time than me, and this product may suit you better. But if you have a small dog, you might want to start out with the smaller tubs to see if it works out for you or not.",3
4152,"My dog loves Stewart Freeze Dried treats. The packaging it comes in is reliable and it preserves the  freshness  of the food. It comes in a big container and there are A LOT of treats in there. Will be buying more soon!",5
4154,"Picky eater puppy loves these and makes training easy",5
4159,"These are great liver treats and the dogs love them. I buy them all the time and will continue to do so!",5
4165,"My dog never thought it as a treat.  He didn't gobble them up as I expected.  Instead, he would bury them.  Don't know why, but I've learned to trust his opinion.",1
4171,"I only rated this product as being OK because it is more of a starter bulb for your reptile until you can get the Powersun bulb. This was the first bulb that I purchased. I used it in the Zoo Med Double Dome lamp fixture during the day-time, along with the 75 watt infrared bulb at night. During this time, I had to dust my box turtle's food with the vitamin D3 Repti Calcium to make sure that she did not develop Metobolic bone disease. It is best to go ahead and get the Powersun bulb if your reptile will be an indoor pet. If you cannot get the Powersun bulb at the time that you get your reptile, just make sure that you get the Powersun bulb within the next two weeks.",3
4172,"The lightbulb was great, did exactly as described....my cat broke the bulb the first week I had it so I am not sure how it would be long term.",5
4175,"I bought this lamp over a year ago and use it for 12 hours every day for my aqua turtles. No problems with it whatsoever. Highly recommended.",5
4176,"The snake loves this lamp. He is kept in the garage which can get rather cool at night. With this lamp he has been rather active and appears quite happy.",5
4181,"the beardies I have love this.. it lets me shut the main lights off at night and keep heat on without making them stay awake all the timeI keep this on 24/7 and it's performed very well and they love it.",5
4182,"I have this over my fiddler crab tank. It's a 10 gallon. It keeps the tank between 73-80, even if it's down to 64F in the house. Of course, I also have a heater in the water (fiddlers use both water and land) so that also helps with the temp. I would use something with more wattage though, if you have a bigger tank. I've had the light for about 3 weeks now, and have had no problems, but time will tell.",5
4184,"I have the Zoo Med Double Dome lamp. I use this bulb as a night-time heating source for my box turtle, in conjunction with the 100 watt, Powersun bulb during the day-time. I never turn on both bulbs at once because that would be too much. I have seen my turtle come out and bask on her log as needed while this bulb is on, so I guess she is happy with it. I have had the bulb (and the turtle) for six months. I have had no issues with this bulb so far.",5
4185,"I bought this to attach to the side of my Russian Tortoise's 60gallon rubbermaid tank.  It work well, assembles and adjusts easily.",5
4188,"love this lamp stand. easily adjustable and perfect for the over the top tortoise habitat I have going on.the box makes it seem like the  power switch  is somehow connected to the stand no, this is on your lamp. the lamp does NOT come w/the stand ..decently priced product and is holding up nicely. I tend to swing the arm over different areas of the habitat depending on the time of day ..and it's holding up great..",4
4189,"My Beardie's lamp is easier to work around now. I wish the base was a bit steadier without needing to be held down by the tank,. since it gets a little challenging to move the tank.  But it's otherwise very useful, allowing better adjustment of his basking light!",4
4192,"Perfect stand with no complains. However aquarium will be slightly tilted when you place it underneath. I still recommend it.",5
4193,"Simple and does it's job. But for my use it extends a little too far out. It would be nice if the arm was about the length of the width of a typical lamp housing for those who need the lamp closer to an edge then the center of the terrarium.Simply made, but not really CHEAPLY made. But they could have put a little more into coating the product as mine has already began to chip from adjusting it's height. Would also be nice to have more user friendly and adjustable cable ties/anchors.",3
4195,"These stands are secure and affordable. I use them to hang my Mercury vapor bulbs ($75) from securely. I don't trust the clamp lamps alone!",5
4199,"Use this along with the Zoo Med mini deep combo lamp fixture.  It does a good job holding the fixture over the tank, it is nice and adjustable.  I just wish it would swivel as when I turn it the base slides out from under the tank and I have to be careful that it doesn't fall over.  Otherwise it is perfect and I an happy I got it.",4
4201,"It's very helpful to hold my lamp just above the tank. Adjustable and just great. Very stable and you can slide the platform right under the tank so it can't move.",5
4202,"This product was pretty much the worst thing I have ever ordered for our terrariums.  The item is made out of cheap metal.  It's  wobbly .  The feet actually press up against the glass on the bottom of the terrarium when you put it in place.  Nothing about this is good.",2
4204,"I use the Zoo Med Reptile Lamp Stand in conjunction with the Zoo Med Mini Combo Deep Dome Lamp Fixture. It works great and I have had no issues so far over the six months that I have owned it. The bottom of the stand slides right under your reptile terrarium. You can adjust the height of the stand (depending on how far or close you want the lamps to your terrarium) and it also has places to clamp the lamp cords.",5
4207,"This prefilter fits to any aquaclear filter you can get. It's very helpful so that you don't really have to unplug your filter since only really tiny tidbits can get through the pores to get into the filter. I recommend rinsing it in some of your leftover water from a water change to keep it 'fresh' to keep the bacteria in. If this is for a new filter, leave it in for a month to get all the bacteria you need on it and if you want, it says that as long as it's been in a tank for 2 months, you can put it in a  new tank to a new filter to establish it immediately.",5
4208,"I have a 55gal planted and dirted tank with small fish, fry, shrimp and a lot of snails. This sponge keeps them from being sucked up into the filter. It is a pain to clean these because if you turn the filter off the gunk stuck to it back flows into the tank, so heres what I do: I take a ziplock bag and place it over the filter sponge then quickly turn off the filter so when the dirt releases the heavy stuff stays in the bag. Then I undo the actual filter  pipe  that its attached to, and remove the whole section. I wash the filter sponge from there. I do not notice any change in flow when using this prefilter when its clean, but of course when it gets gunked up it does impede water flow.",5
4213,"This add-on prevents baby fish from getting sucked into the filter intake strainer. It also prevents food from getting pulled into the filter before the fish get a chance to eat it. Quality product. Well engineered. High compatibility with most hang on back filters in the market. I have two of these and they both fit in the AquaClear 50 and AquaClear 70 models with the included adapters.",5
4215,"good product",4
4216,"One of those things to have on hand in case ph goes nuts! Does its job.",5
4218,"My tap has a ph of 8+ and it used to drive me crazy using the acid buffer to try to get it to 7, only to check it a few days later and it was already around 7.5I decided to try this and it works! I do about 1 scoop for every 5 gallons of new water I put in each week and it keeps it right at 7 all week until the next water change.",5
4220,"If you don't already use this to regulate your pH and de-chlorinate you should. I use 5gallon buckets, and I put in a heaping 1/2tsp and swirl it around with my hand vigorously. It balances pH and softens the water. Most tropical fish will flouish with this product. Just check your fishes kH, and pH tolerances. Seachem has other products you can use in combination to this regulator. Anyone keeping discus should invest in discus buffer by Seachem.",5
4221,"Most acid loving fish will do fine in PH up to 8 if acclimatized.The 2 main causes of fish deaths is an ammonia spike and PH swings from having too low of a dkh.The dkh (carbonate hardness) is far more critical then PH. Most experienced fish keepers keep it at least 5. When dkh gets below 3 a dangerous condition is produced that will likely kill fish. Over time the dkh will fall in your aquarium due to the acids produced in your filter. Water changes or adding an appropriate buffer should be done when the KH falls below a target level.PH is controlled by 3 factors, KH, CO2 and the amount of acid produced in your filter.My tap water has a dkh of 8, I am setting up a tank for a Dwarf puffer. I found these fish do not acclimatize as well as most acid loving fish. This prompted me to experiment with the Neutral regulatorAfter adding a good amount over a period of 3 days I saw little change, I concluded that it is not really great at lowering PH.Next I started with a new batch of tap water and used Acid Buffer to lower my dkh to about 1. I then added some Neutral Regulator and tested my water the next day, The PH was about 7 and the dkh was 6.If your tap water has low dkh it is likely to be low in trace minerals, or If you use RO or distilled water it will lack trace minerals need for fish. In this case you can use an alkaline buffer (commercial or baking soda) or the neutral regulator to raise the KH. You will also need to add trace minerals which will raise the GH.It is important when doing a water change to not make drastic changes in your tank, A change of over .3 ph, more then 2dkh or a change temperature more then 2 degrees F can cause problems.In conclusion I found the best way for me to use this product was to add acid buffer to drop my dkh to around 1 then use the Neutral regulator to make the water stable.What you need to add to your water, if anything, depends on state of your tap water. I highly recommend that you include a KH test as part of your weekly maintenance.",3
4222,"Performing as described, another wonder product from the Seachem laboratories. You can trust nearly everything they place their name on. I haven''t tried all but those I have are good performers, and I will be a repeat owner.",4
4225,"I do not have any fish dying from the water ever since I bought this product and to be honest I don't change the water as frequently as most, so I know this is effective stuff!",5
4226,"I have owned my aquarium for several months now and I have used this product since day. I would recommend this product to anyone with an aquarium. Very easy to use and inexpensive.",5
4227,"I slightly overdose this on every water change for all of my tanks, I have over half a dozen bettas, tons of live plants, and several varieties of catfish who are notoriously sensitive to water parameters, and I never have issues.I've never had an issue, despite having hard water and so much chlorine I can smell it. I let the water sit for only a few minutes usually after a stir of prime in.I like to also add StressZyme+ to help keep the weird slime off all of my substrate, plants, and rocks.I prefer SeaChem Prime over any other!I do recommend the small bottle if you keep only a 20g or under as you really wont need more than a 1/4 of a capful for every 5g bucket. It lasts forever.Works wonderfully as  oh s***  ammonia/nitrite/nitrate savers, as well.",5
4228,"I bought this to test out the product, much better than the crap tetra brand I'd used before.  1 ml per gallon of water for de-chlorinating so getting a litter bottle to last a while, don't have to shake before use, and at least for me, doesn't smell bad.  I use a small needless syringe with ml/cc marked to easily dose.  Can be used to de-tox ammonia or nitrite but takes a larger dosage per gallon.Will be buying the 2 liter size to last me a longer bit.",4
4234,"good value for the buck.  this conditioner last a long time too.  you only need a tiny bit for each gallon of water",5
4235,"I have quite a few tanks ranging from 5 gallons to 65 gallons. Our local water supply likes to juice up the lines with ammonia every now and then to clean them. This much to my dismay almost killed my entire tank of breeder cichlids. This stuff is way better than anything out there and keeps it all humming along happily with the oodles of water changes I do.I've used them all...this works best and I notice the least amount of disruption to the cycle of the tank and the overall happiness of the fish.",5
4237,"Great for use with fish or amphibians.  Easy to measure and conditions water for use. Removes ammonia and chloramine. Yummy!",5
4238,"Good price for 100ml and way cheaper than local.  A little Prime goes a long way (I use 2 drops per gallon of water).  I use it to de-chlorinate new water for both my fresh and salt tanks and when adding new inhabitants to a system.  I've never used it to bring down ammonia/nitrite levels but knowing I have something that could double as a reducer in case of an emergency is nice.",5
4242,"The things Seachem Prime can do are amazing. I highly recommend this product for anyone in fishkeeping as it is a great dechlorinator that also changes any ammonia in the tank to its non-toxic form. I have been using it during my fish-in cycle and everybody is doing very well. The concentrated nature is also really useful, as this 100mL bottle lasted me as long for my 20g (including daily half doses) as a regular dechlorinator did for a 2g.I do recommend getting pipettes or some other way to use a dropper. Dose 2 drops/gal for dechlorination/adding new water. Dose 1 drop/gal daily until ammonia disappears for fish-in cycling.",5
4245,"Make sure you dissolve it before adding it to your tank to prevent plant melting, and your fish eating it. It works well and my pH has been very stable since using it.",5
4246,"Use this with every water change as recommended by a fish expert.  Keeps the PH at the right level, been using for years.  Best thing is the price was great through Amazon.",5
4248,"I have used this stuff for decades. I just add about 1 cup or so when I top off with a gallon of fresh water and keeps tank clean untilk I need to re-top",5
4250,"This will help with tropical fish that needs low Ph in water.Your tap water will be around 7.8 to 8.0 straight from faucet.this product is gaureented to reduce that to 7.0.no more need to say.so if your tropical fish needs low Ph to start with,then use this.you can even use this with discus buffer to lower it to 5.0 for sensitive fish.you can get fishes to breed with correct Ph.that is a bonus.",5
4251,"I have been using this product for over two years to maintain the pH in two aquariums.  It is reliable and maintains a neutral pH as advertised.  Works best if mixed into new water in a jug or bucket prior to adding to your tank for a water change.  Highly recommend!",5
4252,"I purchased the bigger version for my own tanks, this smaller container was sent to my mother. It removes the tannins extremely quickly and makes the water crystal clear. I absolutely LOVE this stuff for my cichlid tanks and had to send it to my mom for her tanks!",5
4253,"It works very well in pulling impurities out of the water. It turns a very dark brown after a couple months. It's reusable and it has made my water crystal clear.",5
4258,"I have two goldfish in a 20 gallon and the bio load was ridiculous.  My parms were off the charts.  Ammonia and Nitrate was so high I was doing partial water changes daily to keep up.  I was using ceramic, charcoal, and sponge in an Aqua Clear 30.  Water was always cloudy.  So I bought a nylon sock from the store and filled it with about 4 tablespoons of Purigen.  I now run ceramic, Purigen, with a small amount of charcoal in a separate bag under the nylon, and foam.  The first day I didn't notice a difference in cloudiness but I did notice my fish were more active.  My fancy tail which usually just stayed at the top was swimming about.  The next day when I woke up it was magic.  I had some algae on my plants, it was literally peeling off in sheets!  The water was not cloudy at all!  Day three, filter sucked up sheet algae that was shloffing off and my water was so clear I could see the glass on the outside needed cleaning!  So I did a water test.  Ammonia 0, Nitrates, 0, Nitrates under 10ppm.  That is almost a complete 360!  My fish are happy, my plants are happy, I am happy.Please note, when I bought this I also changed from AquaSafe to Prime.  Purigen will need to be recharged every couple of months.  Using bleach then Prime.  I also added Prime to my Goldfish tank when switching to Purigen.  Both are made by Seachem.  I can not say 100% if it was my just using the Purigen or if it was the two together that changed my tank.  I highly suggest both in unison.  Now using in my nano with the same results.  Will be using in my SW tank as well.  I did not buy their  The Bag  instead opting for a white nylon you can buy at Walmart or the like.",5
4259,"Exactly what I thought I was getting, works well. Do NOT put loose in the water. It will float away and make a mess. Best stuff for filtration.",5
4262,"Worth a try I like the fact that on the bottle it tells you how to re use it ...ez way to add more surface area to your tank ...ThoseFishGeeks .com",4
4272,"Seachem Purigen 100% Excellent.Excellent product, has come fast and super fast timePerforms work perfectly for Marine Aquariums and Sweets. Purchase a bag and add only necessary according to the number of liters of your aquarium and place in a recirculation pump (in my case Cascada) ufsss. trabjo doing very well.When changes color (brown) and dark can replace or just clean the aquarium water look a container (1 liter) leaves the bag to soak and add 10 drops of PRIME. for 24 hours. ready again to pump ..Easy, simple and uncomplicated. perform their measurements of ammonium, nitrite and NITRATE with API test",5
4275,"These little are guys are really small. you will have to buy the bag that goes with this.  The Bag  from Seachem",4
4282,"Definitely a must for fish like Cichlids or Goldfish.. all my numbers are just right and all i have to do is weekly water changes by choice. :)",5
4285,"I highly recommend Seachem's Cichlid Lake Salt.  It is essential in duplicating the native waters of African Cichlid's.  In my opinion, this is a quality product, reasonably priced, and I do not know of a equal product.",5
4288,"purchase this to slightly salt my fresh water tank and the fish love it, helps to keep their skin slimy and makes them more colorful",5
4291,"The best salt for your cichlid's, been using it for years and will keep using it, check Ebay for better pricing but the product works great, I always have 2 on hand, thank you.",5
4292,"I like having the mid sized bottle. The small bottle goes to quick, the big one is overkill, unless you have bunch of big Malawi tanks. This one is great, last long enough that I'm not having to get a new one every few months. It is the right salt for Malawi and Tangynika cichlids. There are trace minerals in here that keep everything looking good and staying healthy.",5
4295,"Doesn't do anything, I add one cap full twice a week for my forty six bow and the plants are just turning brown and dieing, will by leafzone next time that stuff works and makes them thrive, now I'm out the price of this bottle and eleven bucks in plants. Live and learn",1
4297,"Works good I guess. My plants are growing well and none of them have died. I guess I have nothing to compare it to.",4
4298,"I've seen a marked increase in plant growth since adding Flourish to my tanks. I had several valisnerias that were alive and looking well, but not really actively growing. A few weeks after starting on Flourish they took off and started growing like wild. Now part of that could be them finally settling in and getting their roots established, but I'm pretty sure the Flourish also played a role in the enhanced growth. I'm dosing with Flourish twice a week (Wednesdays and Saturdays) and using Flourish Excel for carbon supplementation on a daily basis and all of my plants are doing very well.",5
4299,"250ml sounds small but its a decent sized bottle, around 5.5 inches high.  I dose only a few drops in my 2.6gal tank once a week so this will last me a long time.  Recommend refrigeration to keep fresh.  Plants are thriving!  Way cheaper than local.",5
4300,"This product is amazing, without it my aquarium wouldn't be as lush green as it currently is. My plants grow in the direction where I pour this product because they love it so much.",5
4303,"I use this product 2 days a week following the recommended dosing instructions on Seachems website. Sunday following a water change and Friday the day before a water change. I'm not sure dosing the day before a water change makes much sense but according to Seachem their products are absorbed by the plants pretty quickly.I decided to give it a try and so far my plants are doing just fine. I will note that I'm not exactly giving these plants the best conditions to thrive (Sand, no Co2, Low light) but with the use of these Seachem products I've managed to keep them alive with some growth at that. It was my objective to grow these plants under this situation and so far I've succeeded. (2 months in)I do have small fish (Guppies), Dwarf Shrimp, and snails and none of them seem bothered by this product.",5
4304,"does what it states plants look great and fish are not bothered. Great product line from seachem. Am also using some of there other stuff as well",5
4306,"using this in combination with the flourish carbon, seems to be working well. my low-tech planted tank is thriving and all of the plants are growing.",4
4309,"The plants have responded awesome. Well worth the money and do not need to be constantly used.",5
4311,"Some of my plants seemed to have perked up a bit, but now they are kind of browning again. I use this in addition with a liquid formula, so i was hoping for better results.",3
4313,"Used for micosword grass and it's growing strong carpeting the tank, simple to use and effective.  Would recommend for any planted tank.",5
4314,"Getting plants to grow and flourish in a typical home aquarium can be a challenge.Allow me to clarify.  Getting most of the popular and widely available aquatic plants to grow in a fish tank with sufficient lighting is not very hard.  What is a challenge is getting the plants to grow at a rate fast enough to be able to keep algae under control.  Under the care of an inexperienced aquarists, what starts out at as tank full of lush, green plants quickly turn into an algae farm.  Soon after, algae takes over.  The aquarists takes measures to fight the algae, and more often than not, loses the battle.Is it really necessary to add a substrate fertilizer to a planted tank?  Would it not be much easier to simply dose with a liquid fertilizer on a regular basis?  The answers to those questions would depend on the plants, and your specific situation.  All I can provide here are some advise, based on personal experience as well as information learned from other hobbyists.It is not entirely correct to assume that you cannot fertilize the roots without the use of a substrate fertilizer.  When you add liquid fertilizer to the water, eventually, that fertilizer will work its way down into the substrate.  Anything you put in the water will also make it down into the substrate.  In most cases, a substrate fertilizer like this Flourish Tabs is not necessary if you already add liquid fertilizer.  The principle also works in both directions.  When you add a solid fertilizer to the substrate, eventually it will dissolve and make its way to the water column.There are some specific situations in which using a solid, substrate fertilizer will have an advantage.  For my situation, I wanted to fertilize the plants growing on the substrate, but avoid fertilizing the floating plants.  That is not entirely possible, but with root tabs, you can deliver the ingredients to the plant roots before they make it up to the floating plants.  In other words, the ingredients will be at a higher concentration down in the substrate, while it is slowly diffusing into the water column.  Theoretically, you are encouraging the growth of the rooted plants more aggressively than you are encouraging the growth of the floating plants.  Theoretically, you are also keeping algae under control by avoiding dumping a high concentration of fertilizer in the water.  This is theoretical since we know that algae can do quite well with just a small amount of fertilizer.What is a clear advantage is that a solid, substrate fertilizer is low maintenance.  You can add these tablets to the substrate and not have to worry about adding liquid fertilizer on a frequent basis.  The solid tabs can last a long time and the effects continue even after it has dissolved.  The ingredients will slowly migrate upwards into the water, but not before the roots of the plants have had a chance to use up their share.",5
4325,"I have buried the pellets between plants and they are growing really fast I would recommend this product to anybody with a planted aquarium that wants the plants to flourish.",5
4331,"Using the flourish tabs is ok but don't expect miracles. Having good substrate is more importantI will say I use these to enhance root quality",4
4335,"My plants seem to do better and havent died yet. But I havent used anything else, so I guess it could just be luck?",5
4339,"Didn't work at all and I followed directions precisely. Same problem existed.",2
4340,"Haven't used the product yet, but from the research I've done I feel like this is product worth using. I have used other Seachem products and they haven't failed me yet. Great company.**Will update when I get to finally use it.",5
4341,"Cleared up our betta's ich in 4 days. He only had one spot that looked like a grain of salt, but we were happy that it disappeared so fast.",5
4345,"Maybe I'm stupid, but it took me awhile to figure out how to read it -- the instructions weren't that clear to me. It finally dawned on me after a few hours.The indicator is basically a 'doughnut', divided into 4 equal segments. The center of the doughnut is the 'reading' section. You compare the color of the center with the outer 4 segments. Duh! Okay, I'm good now.It's unobtrusive, but easy to see. I haven't noticed a change in color yet, which is a good thing. Keep in mind, that it won't read accurately under a certain pH level.Recommended4 Stars.",4
4346,"This alert is vital for all aquariums, fresh or salt water.  It is a good initial indicator for potential ammonia problems, but should be backed up with periodic ammonia tests.",5
4347,"A great easy to read ammonia alert badge, slipping this into your tank will allow you to keep a watchful eye on your ammonia levels, without the hassle of strips or chem tests.",4
4349,"Works great.  Follow directions and put a calender alert in your phone to replace it right when it starts to expire.  Easy peasy.",5
4350,"As I was waiting for my tank to cycle, I bought this to confirm results of API test kit (just in case).  So far so good, placed in the sump and check on it each day instead of mixing chemicals. I know it's the lazy way out, so I will continue to do the API, but it's a little extra piece of mind.",5
4351,"I have had Aquariums for well over 20 yrs & usually love all Seachemm products but this was never accurate at all & didn't hold to 125 gal tank glass very well either",1
4352,"Worthless. Pay the money and get the entire water testing kit.",1
4356,"I love this little guy, I put it in the corner of my tank, and check it often, just to make sure all's good. I also have a Seneye electronic monitor in the tank, and it will light up, but I still use this as a backup and double-check option. Works perfectly. It takes about 10 minutes for a bump in ammonia to show up as a different color, but then usually settles back down to yellow.",5
4357,"Last for one year.so far they all work as promised..",5
4372,"These get my fish excited.  They appear to be good quality, and my fish have been doing well in the years I have been feeding them these bloodworms.  I have a marine tank.",4
4381,"One of our cats gets hairballs.  This product helps her pass the hairballs through her system.  We fill two syringes with this product, (absent the needle), and then put the product into the back of her mouth.  Left to her own devices, she will NOT eat this product at all.  That's just her nature though she does eat mice and birds (whole) such a simple thing as a malt flavored lubricant just doesn't spark her interest.",5
4382,"My Princess Cat needs about an inch of this once a week. She licks it stright from the tube.",5
4384,"It's sad seeing your kitty coughing up a hairball when it can be prevented. I love this stuff because it truly works. I make sure I give it to them especially after I have brushed them because then they run and try and  fix  their fur that they think I've messed up (ha,ha), so I'm sure they're swallowing a lot of loose fur. No hairballs anymore though!",5
4390,"Great water conditioner for tough, high chlorine water.  Works good on minerals and chlorine.  But you will need to adjust ph if your local water is hard.",5
4397,"This item is very useful when I change the water or add new fish.  It helps condition the water and helps prevent any fish fatalities do to  the water environment.",5
4404,"Greatly reduces the stress on the fish during water changes. I have had to change the water more often than I wanted initially, due to a faulty pump. Thought for sure the fish would die. They both lived for quite some time thanks to this. One finally died but the other is going strong, and I fully believe its due to this product.",5
4405,"Works well to remove harmful chemicals in tap water to safeguard your fishes well being. Good size bottle lasts awhile.",4
4411,"I've been using this product for some time, although this is the first time I've thought to purchase it from Amazon.  I use some of this in the water each time we do a partial water change, which is typically monthly.  This product not only offsets the chlorine in tap water, but also adds protective products into the water to minimize the stress to the fish.I have to say, I've been paying as much for the 8 ounce version of this product at my local pet store.  Thank you, Amazon... 4 times as much product for the same price... and with Subscribe and Save, I can set it up for automatic delivery!",5
4413,"been using this brand for a while and it seems to be great. decent sized bottle for 1/3 the cost of the chain pet stores.",4
